,Bathrooms,Bedrooms,Fibre Internet,Floor Size,Garages,Listing Date,Listing Number,Price,Town,Type of Property,Erf Size,Garden,Parking,Pool,Pet Friendly,No Pets Allowed,Secure Parking,Furnished,Flatlet,ADSL Internet,Furnished (Optional),Satellite Internet,Fixed WiMax Internet
2166,1.5,3.0,,220 m²,,15 May 2020,108664969,2450000.0000,"Southfield, Cape Town",House,495 m²,1.0,2.0,1.0,1.0,,,,,,,,
2167,1.0,1.0,1.0,66 m²,1.0,22 May 2020,108679766,1399000.0000,"Salt River, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
2168,1.0,1.0,,,,31 August 2020,109047658,1850000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2169,3.5,4.0,,350 m²,2.0,24 April 2020,105245942,13250000.0000,"Tamboerskloof, Cape Town",House,750 m²,,,1.0,1.0,,,,,,,,
2170,1.0,1.0,,43 m²,1.0,03 June 2020,108704441,1295000.0000,"548 Six, Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2171,2.0,3.0,,98 m²,,07 February 2020,108418902,3600000.0000,"26 Irwington Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
2172,2.0,2.0,,87 m²,,23 January 2020,108354489,5000000.0000,"105 Strand Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,2.0,,,,,,
2173,2.0,3.0,,160 m²,2.0,10 December 2019,108258251,3595000.0000,"10 Pleasant Place, Pinelands, Cape Town",House,885 m²,,,1.0,1.0,,,,,,,,
2174,3.5,3.0,1.0,,2.0,18 June 2020,108777038,4550000.0000,"Stonehurst Mountain Estate, Cape Town",Townhouse,294 m²,1.0,,,1.0,,,,,,,,
2175,1.0,5.0,,162 m²,2.0,12 July 2019,107699009,1599000.0000,"146 Retreat Road, Retreat, Cape Town",House,478 m²,1.0,5.0,,1.0,,,,,,,,
2176,6.5,7.0,,490 m²,2.0,27 November 2019,108223941,11500000.0000,"17a Francolin Road, Camps Bay, Cape Town",House,690 m²,1.0,7.0,1.0,1.0,,,,,,,,
2177,1.0,,1.0,42 m²,,01 June 2020,108695734,1295000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,20 000 m²,,,1.0,,1.0,,,,,,,
2178,3.0,3.0,,,1.0,17 March 2020,108576393,3995000.0000,"4 Ranelagh Road, Rondebosch, Cape Town",House,496 m²,,3.0,1.0,1.0,,,,,,,,
2179,3.5,4.0,,,,10 June 2020,108728488,4950000.0000,"Claremont, Cape Town",House,719 m²,1.0,4.0,1.0,1.0,,,,1.0,,,,
2180,3.0,3.0,,,2.0,13 July 2020,108865310,9955000.0000,"Tokai, Cape Town",House,389 m²,,,,1.0,,,,,,,,
2181,2.0,3.0,,,3.0,09 July 2020,108850702,2500000.0000,"4 Cutter Close, Marina Da Gama, Cape Town",House,,1.0,,1.0,1.0,,,,1.0,,,,
2182,1.0,1.0,,82 m²,,23 January 2020,108353792,2100000.0000,"31 Brickfield Road, Woodstock, Cape Town",Apartment / Flat,82 m²,,,,,,,,,,,,
2183,3.0,5.0,,228 m²,3.0,26 January 2018,105971960,6495000.0000,"Wynberg Upper, Cape Town",House,727 m²,1.0,,1.0,,,,,1.0,,,,
2184,1.0,1.0,,49 m²,1.0,21 November 2019,108205434,1500000.0000,"27 Klipfontein Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
2185,3.5,3.0,,186 m²,1.0,02 December 2019,108234655,16000000.0000,"189 Beach Road, Three Anchor Bay, Cape Town",Apartment / Flat,,1.0,1.0,,1.0,,,,,,,,
2186,1.0,1.0,,53 m²,,02 January 2020,108287307,1575000.0000,"1 Kloof Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
2187,1.5,3.0,,220 m²,,15 May 2020,108664969,2450000.0000,"Southfield, Cape Town",House,495 m²,1.0,2.0,1.0,1.0,,,,,,,,
2188,1.0,1.0,1.0,66 m²,1.0,22 May 2020,108679766,1399000.0000,"Salt River, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
2189,2.0,4.0,,,1.0,17 July 2020,108885102,1750000.0000,"Surrey Estate, Cape Town",House,496 m²,,,,,,,,1.0,,,,
2190,1.5,5.0,,,2.0,18 June 2020,108776894,1550000.0000,"Retreat, Cape Town",House,479 m²,1.0,4.0,,1.0,,,,,,,,
2191,1.0,2.0,,52 m²,,10 June 2020,108730588,1150000.0000,"Heathfield, Cape Town",Apartment / Flat,52 m²,,,1.0,1.0,,1.0,,,,,,
2192,1.0,1.0,,42 m²,,28 October 2019,108103424,1350000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,1.0,1.0,1.0,,,,,,,,
2193,2.0,3.0,,160 m²,2.0,10 December 2019,108258251,3595000.0000,"10 Pleasant Place, Pinelands, Cape Town",House,885 m²,,,1.0,1.0,,,,,,,,
2194,1.0,1.0,,48 m²,,06 May 2019,107466222,2395000.0000,"Riebeeck Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
2195,3.5,3.0,1.0,,2.0,18 June 2020,108777038,4550000.0000,"Stonehurst Mountain Estate, Cape Town",Townhouse,294 m²,1.0,,,1.0,,,,,,,,
2196,4.5,4.0,,,2.0,26 February 2020,108491509,12950000.0000,"10 Woodside Close, Tamboerskloof, Cape Town",House,311 m²,1.0,,,1.0,,,,,,,,
2197,2.0,2.0,,79 m²,,25 November 2019,108214429,1999000.0000,"382 Main Road, Tokai, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
2198,1.0,1.0,,68 m²,,08 January 2020,108297651,1800000.0000,"222c High Level Road, Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2199,3.0,4.0,1.0,,2.0,11 June 2020,108735021,2295000.0000,"Thornton, Cape Town",House,658 m²,1.0,2.0,,,,,,,,,,
2200,2.0,3.0,,,1.0,17 February 2020,108454893,2595000.0000,"69 Tiverton Road, Plumstead, Cape Town",House,440 m²,,3.0,,,,,,,,,,
2201,1.0,3.0,,,2.0,03 July 2020,108829952,2495000.0000,"Thornton, Cape Town",House,712 m²,,8.0,,1.0,,,,1.0,,,,
2202,5.5,5.0,,,2.0,26 November 2019,108219792,32000000.0000,"11128 Steenberg Estate, Steenberg Golf Estate, Cape Town",House,8 002 m²,1.0,,,,,,,,1.0,,,
2203,4.5,5.0,,367 m²,2.0,17 February 2020,108454755,11500000.0000,"Rondebosch, Cape Town",House,1 349 m²,1.0,2.0,1.0,,,,,,,,,
2204,1.0,,,40 m²,,06 December 2019,108249123,1550000.0000,"1007 Gardens Centre Mill Street, Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2205,2.0,2.0,,147 m²,,30 October 2019,108111704,13950000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2206,2.0,2.0,,125 m²,,05 June 2020,108713524,7900000.0000,"Sea Point, Cape Town",Apartment / Flat,,,2.0,,,1.0,,,,,,,
2207,1.0,2.0,,,,19 July 2020,108887207,795000.0000,"Thornton, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2208,2.0,2.0,,125 m²,2.0,14 May 2020,108663567,9950000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2209,4.0,4.0,,450 m²,2.0,17 June 2020,108770254,16900000.0000,"12 Hildene Road, Tamboerskloof, Cape Town",House,496 m²,1.0,,1.0,1.0,,,,,,,,
2210,1.5,3.0,,87 m²,,17 February 2020,108455030,2100000.0000,"Ednam Mews, 28 Ednam Street, Rondebosch Village, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,1.0,
2211,1.0,0.5,,32 m²,1.0,13 May 2020,108660002,2100000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2212,3.0,4.0,,,2.0,09 January 2019,105654219,12200000.0000,"3 High Constantia, Constantia, Cape Town",House,1 406 m²,1.0,,1.0,1.0,,,,,,,,
2213,1.0,2.0,,61 m²,,12 November 2019,108160038,3299000.0000,"15 Barkly Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
2214,1.0,0.5,,,,28 April 2020,108639459,1995000.0000,"252 Roggebaai Square, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,1.0
2215,1.0,2.0,,,,08 July 2020,108849067,2278800.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
2216,1.0,1.0,,47 m²,,12 November 2019,108158481,1595000.0000,"269 Main Road, Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2217,2.5,2.0,1.0,99 m²,,22 November 2019,108207382,4995000.0000,"14 St Johns Road, Sea Point, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
2218,1.0,2.0,,,,16 July 2020,108876002,1395000.0000,"Diep River, Cape Town",Apartment / Flat,78 m²,1.0,2.0,,,,,,,,,,
2219,1.0,2.0,,83 m²,,10 June 2019,107587823,4999000.0000,"281 Beach Road, Sea Point, Cape Town",Apartment / Flat,83 m²,,,,,,1.0,,,,,,
2220,2.0,2.0,,90 m²,1.0,23 December 2019,108281696,4650000.0000,"503 Clarensville, 285 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2221,2.0,2.0,,113 m²,2.0,05 November 2019,108131863,4195000.0000,"25 Protea, Claremont Upper, Cape Town",Apartment / Flat,113 m²,,,1.0,,,,,,,,,
2222,1.0,1.0,1.0,57 m²,1.0,19 June 2020,108780416,3145000.0000,"201 The Cedar, 6 Firdale Avenue, Oranjezicht, Cape Town",Apartment / Flat,57 m²,,,1.0,1.0,,,,,,,,
2223,2.0,3.0,,100 m²,,23 June 2020,108792261,3750000.0000,"Constantia, Cape Town",House,,1.0,,1.0,,,,,,,,,
2224,1.0,3.0,,76 m²,1.0,04 June 2020,107827460,2599000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2225,1.0,1.0,,53 m²,1.0,18 February 2020,108459937,3450000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2226,1.0,3.0,,,1.0,15 July 2020,108875633,750000.0000,"Belhar, Cape Town",House,332 m²,,,,,,,,,,,,
2227,3.0,6.0,,220 m²,,08 November 2019,108148919,5795000.0000,"75 Camp Ground Road, Rondebosch, Cape Town",House,620 m²,,6.0,1.0,,,,,1.0,,,,
2228,1.0,2.0,,,,03 August 2020,108939984,580000.0000,"Retreat, Cape Town",House,,,,,,1.0,,,,,,,
2229,1.0,0.5,,28 m²,,08 June 2020,108719394,1250000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
2230,2.5,3.0,1.0,211 m²,2.0,07 November 2019,108142316,6850000.0000,"Alphen House, 245 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2231,3.0,2.0,,292 m²,1.0,13 February 2020,108441936,8500000.0000,"72 Zwaanswyk Road, Tokai, Cape Town",House,,1.0,2.0,1.0,1.0,,,,,,,,
2232,2.0,2.0,,82 m²,,19 December 2019,108276384,6050000.0000,"6 Solomons Road, Sea Point, Cape Town",Apartment / Flat,82 m²,,,1.0,,,,,,,,,
2233,3.0,4.0,,,,05 June 2020,108712851,5900000.0000,"Wynberg Upper, Cape Town",House,575 m²,1.0,2.0,,,,,,,,,,
2234,4.5,5.0,,765 m²,3.0,12 June 2020,108758230,22950000.0000,"Zwaanswyk, Cape Town",House,4 519 m²,1.0,,1.0,,,,,,,,,
2235,6.0,6.0,,600 m²,2.0,02 January 2018,105902105,39950000.0000,"24 Geneva Drive, Camps Bay, Cape Town",House,,,2.0,1.0,,,,,,,,,
2236,3.0,3.0,,,,10 February 2020,108426197,6000000.0000,"16 Whitford Street, Bo Kaap, Cape Town",House,437 m²,1.0,1.0,1.0,,,,,1.0,,,,
2237,7.0,6.0,,700 m²,2.0,27 November 2019,108222522,24995000.0000,"5 Petrel Close, Camps Bay, Cape Town",House,864 m²,1.0,,,,,,,1.0,,,,
2238,2.0,3.0,,338 m²,1.0,28 July 2020,108921777,1495000.0000,"Pelican Park, Cape Town",House,,,,,,,,,,,,,
2239,4.0,3.0,,257 m²,2.0,25 November 2019,108215306,8500000.0000,"1, 56a Bowwood Road, Claremont Upper, Cape Town",Townhouse,257 m²,,,1.0,,,,,,,,,
2240,1.0,1.0,,62 m²,,20 May 2020,108673830,2950000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2241,3.5,3.0,,250 m²,2.0,20 February 2020,108472539,18170000.0000,"146 Waterkant Street, De Waterkant, Cape Town",House,110 m²,,,1.0,,,,,,,,,
2242,1.0,,,43 m²,,07 January 2020,108295546,1450000.0000,"31 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2243,1.0,,,46 m²,,08 January 2020,108299514,1799000.0000,"213 Main Road, Three Anchor Bay, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
2244,2.0,2.0,,72 m²,2.0,31 October 2019,108117628,3495000.0000,"17 Osborne Road, Claremont Upper, Cape Town",Apartment / Flat,79 m²,,,,,1.0,,,,,,,
2245,3.0,3.0,,420 m²,2.0,23 July 2020,108906688,24999000.0000,"Camps Bay, Cape Town",Apartment / Flat,456 m²,1.0,,1.0,1.0,,2.0,,,,,,
2246,1.0,0.5,,38 m²,,11 November 2019,108156166,1795000.0000,"9 Boundary Road, Green Point, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
2247,1.0,2.0,,,,09 July 2020,108854567,1950000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
2248,7.0,10.0,,,4.0,10 March 2020,108553744,68000000.0000,"69 & 71 Victoria Road, Bantry Bay, Cape Town",House,1 566 m²,,,1.0,,,,,,,,,
2249,2.0,3.0,,126 m²,,06 November 2019,108140188,4999000.0000,"5 Oliver Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2250,1.0,2.0,,,1.0,03 August 2020,108941049,1750000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2251,3.5,4.0,1.0,305 m²,,28 November 2019,108227151,25500000.0000,"Cliffside 36 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
2252,2.0,2.0,,87 m²,,24 January 2020,108361448,3650000.0000,"1214 Stonehill Place, 20-22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,1.0,,,,,,,,,
2253,6.0,5.0,1.0,,2.0,10 January 2020,108307707,34950000.0000,"133 Kloof Nek Road, Higgovale, Cape Town",House,3 262 m²,1.0,5.0,,,,,,,,,,
2254,2.0,3.0,1.0,,1.0,26 June 2020,108805145,1995000.0000,"Woodstock, Cape Town",House,334 m²,,,,,,,,,,,,
2255,5.0,6.0,,250 m²,2.0,12 May 2020,108657145,8590000.0000,"Kenilworth Upper, Cape Town",House,1 066 m²,,,,,,,,,,,,
2256,1.5,2.0,,,1.0,07 July 2020,108843063,2950000.0000,"Kenilworth Upper, Cape Town",Apartment / Flat,,1.0,2.0,,,,,,,,,,
2257,1.0,1.0,,57 m²,,09 July 2019,107683786,2500000.0000,"1 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2258,1.0,2.0,,150 m²,,07 February 2020,108416155,2990000.0000,"5b Jordaan Street, Bo Kaap, Cape Town",House,94 m²,,,,1.0,,,1.0,,,,,
2259,1.0,2.0,,,1.0,22 June 2020,108786586,1350000.0000,"Heathfield, Cape Town",House,160 m²,1.0,,,1.0,,1.0,,,,,,
2260,4.0,4.0,,280 m²,2.0,04 November 2019,108127545,8400000.0000,"9 Shamrock Street, Newlands, Cape Town",House,633 m²,,,1.0,,,,,,,,,
2261,2.0,3.0,,,,18 March 2020,108582559,1903500.0000,"Fairways, Cape Town",House,500 m²,,,,,,,,,,,,
2262,2.0,3.0,,95 m²,1.0,26 March 2020,108603559,2250000.0000,"5 Field Close, Pinelands, Cape Town",House,282 m²,1.0,,,1.0,,3.0,,,,,,
2263,3.0,4.0,1.0,,1.0,05 June 2020,108713186,5490000.0000,"Newlands, Cape Town",House,619 m²,1.0,3.0,,1.0,,,,1.0,,,,
2264,1.0,3.0,,,,10 July 2020,108859673,539000.0000,"72b Bitterblaar, Bonteheuwel, Cape Town",House,105 m²,,3.0,,,,,,,,,,
2265,2.0,3.0,,,,19 February 2020,108465186,2200000.0000,"15a Parry Road, Claremont, Cape Town",House,165 m²,,,,,,2.0,,,,,,
2266,2.0,3.0,,114 m²,,08 November 2019,108149922,1800000.0000,"6 Maynard Road, Muizenberg, Cape Town",Apartment / Flat,114 m²,,,,,,,,,,,,
2267,1.0,2.0,,,,23 June 2020,108789241,1750000.0000,"Plumstead, Cape Town",House,172 m²,1.0,1.0,,,,,,,,,,
2268,1.5,1.0,,75 m²,,18 June 2020,108775764,3950000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
2269,2.0,2.0,,154 m²,,24 April 2020,108635176,8169050.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2270,1.0,2.0,,74 m²,1.0,28 November 2019,108228149,2400000.0000,"205 Ronday, Rondebosch Village, Cape Town",Apartment / Flat,2 223 m²,,1.0,,,,,,,,,,
2271,2.0,2.0,,125 m²,,15 November 2019,108172696,17250000.0000,"9 Marina One Quay Street, Waterfront, Cape Town",Apartment / Flat,249 m²,,,1.0,,,2.0,,,,,,
2272,2.0,2.0,,85 m²,,30 October 2019,108111053,4500000.0000,"The Richmond, 211 Main Road, Green Point, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
2273,2.5,3.0,,204 m²,,05 March 2020,108533733,3900000.0000,"27 Strubens Road, Mowbray, Cape Town",House,535 m²,,,,,,2.0,,,,,,
2274,1.0,2.0,1.0,77 m²,1.0,17 April 2020,104098368,3000000.0000,"206 The Beaumont, 10 Brooke Street, Claremont, Cape Town",Apartment / Flat,77 m²,,,,,1.0,,,,,,,
2275,2.0,4.0,,,2.0,17 March 2020,108575542,15000000.0000,"31 Hohenhort Avenue, Constantia, Cape Town",House,8 878 m²,1.0,,1.0,,,,,,,,,
2276,2.0,3.0,,,,02 September 2020,109057809,599000.0000,"Bonteheuwel, Cape Town",House,,,1.0,,,,,,,,,,
2277,4.0,6.0,,,,28 June 2020,108809489,4850000.0000,"Plumstead, Cape Town",House,993 m²,1.0,,,,,5.0,,,,,,
2278,1.0,,,44 m²,,20 January 2020,108339718,1680000.0000,"Regent Park, 261 High Level Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2279,1.0,1.0,,71 m²,,10 January 2020,108305308,2195000.0000,"14 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2280,1.0,1.0,,38 m²,,17 March 2020,108575482,2790000.0000,"70 Prestwich Street, De Waterkant, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,1.0,,,,,
2281,1.0,2.0,,84 m²,,20 December 2019,108278799,1700000.0000,"12 Roslyn Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2282,2.0,2.0,,,,09 March 2020,108544946,6325000.0000,"96 Waterkant Street, De Waterkant, Cape Town",House,66 m²,,,1.0,,1.0,,,,,,,
2283,1.0,1.0,,61 m²,1.0,24 October 2019,108094838,3450000.0000,"21 Main Road, Green Point, Cape Town",Apartment / Flat,,,,1.0,,1.0,,1.0,,,,,
2284,3.0,2.0,,173 m²,1.0,07 March 2019,107277370,8500000.0000,"Fresnaye, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
2285,1.0,1.0,,102 m²,1.0,09 January 2020,108302520,6200000.0000,"Pont Du Gard, 35 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2286,3.0,3.0,,252 m²,2.0,18 May 2020,108669012,7500000.0000,"Green Point, Cape Town",House,,,,1.0,1.0,,,,,,,,
2287,3.0,3.0,,,2.0,11 February 2020,108428897,22995000.0000,"31 De Wet Road, Bantry Bay, Cape Town",House,708 m²,,2.0,1.0,,,,,,,,,
2288,1.0,0.5,,48 m²,,21 October 2019,108079363,1850000.0000,"22` Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2289,2.0,2.0,,121 m²,,30 October 2019,108112054,4950000.0000,"The Caribbean 8 Cassel Road, Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2290,2.0,2.0,,88 m²,2.0,13 November 2019,108161998,2980000.0000,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
2291,1.0,0.5,,36 m²,,15 June 2020,108761669,2275000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
2292,2.0,2.0,,85 m²,1.0,22 October 2019,108083951,3100000.0000,"13 Keurboom Close, Claremont, Cape Town",House,178 m²,,1.0,,,,,,,,,,
2293,1.0,2.0,,,,29 November 2019,108229486,1075000.0000,"Diep River, Cape Town",Apartment / Flat,85 m²,1.0,1.0,,,,,,,,,,
2294,2.0,3.0,,276 m²,2.0,07 November 2019,108143805,7950000.0000,"34a Eyton Road, Claremont Upper, Cape Town",House,475 m²,,,,,,,,,,,,
2295,1.0,2.0,,70 m²,1.0,15 November 2019,108174649,2250000.0000,"267 High Level Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
2296,2.0,2.0,,71 m²,1.0,25 October 2019,108096711,2995000.0000,"23 Arthur's Road, Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2297,2.0,2.0,,164 m²,,08 May 2020,108652848,5375000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
2298,1.0,2.0,,39 m²,,10 February 2020,108422368,1225000.0000,"73, 7 Hamlet Way, Pinelands, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
2299,1.0,2.0,,,,07 February 2020,108416833,1995000.0000,"4 Lulworth Road, Rondebosch, Cape Town",House,140 m²,,,,,,2.0,,,,,,
2300,3.5,5.0,,223 m²,,13 March 2020,108568167,5900000.0000,"Newlands, Cape Town",House,810 m²,,,,1.0,,,,1.0,,,,
2301,2.0,2.0,,154 m²,,08 May 2020,108652847,4350000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
2302,1.0,,,51 m²,,21 November 2019,108206277,1395000.0000,"4 Wandel Street 10%, Gardens, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2303,1.0,2.0,,61 m²,,16 January 2020,108328129,1295000.0000,"12 Listowel Road, Woodstock, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
2304,1.0,1.0,,78 m²,,16 October 2019,108063924,2950000.0000,"1 Cast Anchor Way, Foreshore, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
2305,1.0,2.0,,69 m²,1.0,16 October 2019,108065053,2745000.0000,"8 Vesperdene Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2306,2.0,2.0,1.0,,1.0,02 April 2020,108611932,1350000.0000,"423 Main Road, Observatory, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2307,5.0,4.0,,,2.0,10 September 2019,107925225,29950000.0000,"33 Avenue Protea, Fresnaye, Cape Town",House,476 m²,1.0,,1.0,,,,,,,,,
2308,2.5,3.0,,279 m²,4.0,22 October 2019,108084690,3600000.0000,"21 Eksteen, Bergvliet, Cape Town",House,981 m²,,,1.0,,,,,1.0,,,,
2309,1.0,1.0,,59 m²,,20 July 2020,108889251,3200000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
2310,2.5,3.0,,141 m²,1.0,18 November 2019,108189284,5500000.0000,"17 Glengariff Road, Green Point, Cape Town",Apartment / Flat,,1.0,2.0,,,1.0,,,,,,,
2311,1.0,2.0,,124 m²,,04 June 2020,108707044,2300000.0000,"Mowbray, Cape Town",House,,,,,1.0,,,,,,,,
2312,2.0,2.0,,91 m²,,18 February 2020,108460530,3900000.0000,"Gardens, Cape Town",Apartment / Flat,,,2.0,1.0,,1.0,,,,,,,
2313,3.0,4.0,,212 m²,2.0,17 December 2019,108271248,14995000.0000,"29 Beach Road, Mouille Point, Cape Town",Apartment / Flat,212 m²,,,1.0,,,,,,,,,
2314,4.5,4.0,,330 m²,2.0,23 October 2019,108090679,11400000.0000,"10 Sedgemoor Road, Camps Bay, Cape Town",House,495 m²,1.0,2.0,1.0,1.0,,,,1.0,,,,
2315,5.0,4.0,,1240 m²,4.0,21 November 2019,108203091,45000000.0000,"11 Bordeaux Avenue, Constantia, Cape Town",House,4 006 m²,,,1.0,1.0,,,,1.0,,,,
2316,1.0,2.0,,82 m²,1.0,25 November 2019,108213288,3350000.0000,"21 Firdale Avenue, Gardens, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2317,2.0,3.0,,,2.0,24 June 2020,108793830,3600000.0000,"Marina Da Gama, Cape Town",House,544 m²,1.0,,,,,,,,,,,
2318,3.0,4.0,,361 m²,2.0,05 February 2020,108403825,16600000.0000,"4 Guinea Fowl Crescent, Constantia, Cape Town",House,1 355 m²,,,,,,,,,,,,
2319,,,,,,17 September 2020,109130417,1700000.0000,"Maitland, Cape Town",House,,,,,,,,,,,,,
2320,1.0,1.0,,72 m²,1.0,31 January 2020,108389885,1825000.0000,"1 Hans Strijdom Avenue, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
2321,1.0,1.0,,73 m²,1.0,11 March 2020,108554638,1895000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
2322,2.0,2.0,,76 m²,,08 October 2019,108029074,2150000.0000,"96 Beach Road, Muizenberg, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
2323,2.5,4.0,,450 m²,2.0,30 March 2020,108606130,14500000.0000,"Bishopscourt, Cape Town",House,3 745 m²,,6.0,,,,,,,,,,
2324,3.0,3.0,,,1.0,08 June 2020,108718446,19995000.0000,"Clifton, Cape Town",Apartment / Flat,,,,,,,,,,,,,
2325,1.0,2.0,,71 m²,1.0,11 February 2020,108428917,1650000.0000,"60 Putney, Kenilworth, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
2326,2.0,2.0,,120 m²,,09 October 2019,108035136,5699000.0000,"102 Maydon Views, Three Anchor Bay, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
2327,3.0,4.0,,,,09 March 2020,108544958,5295000.0000,"11 Dunrobin Road, Sea Point, Cape Town",House,231 m²,,2.0,,,,,,,,,,
2328,2.0,2.0,,102 m²,2.0,20 August 2018,106658143,5995000.0000,"110 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
2329,5.5,5.0,,575 m²,2.0,23 December 2019,108281304,21995000.0000,"17 Argyle Street, Camps Bay, Cape Town",House,809 m²,1.0,,1.0,,,,,,,,,
2330,1.0,2.0,,82 m²,1.0,12 March 2018,106126024,3550000.0000,"Sea Point, Cape Town",Apartment / Flat,82 m²,,,,1.0,,,,,,,,
2331,2.0,4.0,,,2.0,17 May 2018,106346690,9500000.0000,"11 Greenacres Street, Constantia, Cape Town",House,2 203 m²,1.0,,1.0,1.0,,,,,,,,
2332,1.0,2.0,,62 m²,,12 June 2020,108758064,1150000.0000,"Muizenberg, Cape Town",House,,1.0,1.0,1.0,,,,,,,,,
